11,300,600
0,9,571,282,25,291,29,18,575
1,9,571,282,25,291,29,18,575
2,9,571,282,25,291,29,18,575
3,9,571,282,25,291,29,18,575
4,0,0,300,0,300,300,0,300
4,0,300,220,300,220,510,0,510
4,220,300,258,300,258,385,220,385
4,258,300,296,300,296,385,258,385
4,296,300,299,300,299,305,296,305
4,0,510,85,510,85,548,0,548
4,85,510,170,510,170,548,85,548
4,170,510,255,510,255,548,170,548
4,255,510,290,510,290,543,255,543
4,290,510,300,510,300,540,290,540
4,0,548,85,548,85,586,0,586
4,85,548,170,548,170,586,85,586
4,170,548,255,548,255,586,170,586
4,255,548,290,548,290,581,255,581
4,290,548,300,548,300,568,290,568
4,0,586,51,586,51,599,0,599
4,51,586,102,586,102,599,51,599
4,102,586,153,586,153,599,102,599
4,153,586,204,586,204,599,153,599
4,204,586,255,586,255,599,204,599
4,255,586,275,586,275,596,255,596
4,275,586,295,586,295,596,275,596
4,295,586,300,586,300,589,295,589
5,0,0,220,0,220,210,0,210
5,220,0,258,0,258,85,220,85
5,258,0,296,0,296,85,258,85
5,296,0,299,0,299,5,296,5
5,0,210,220,210,220,420,0,420
5,220,210,258,210,258,295,220,295
5,258,210,296,210,296,295,258,295
5,296,210,299,210,299,215,296,215
5,0,420,85,420,85,458,0,458
5,85,420,160,420,160,457,85,457
5,160,420,235,420,235,457,160,457
5,235,420,300,420,300,456,235,456
5,0,458,75,458,75,495,0,495
5,75,458,150,458,150,495,75,495
5,150,458,225,458,225,495,150,495
5,225,458,300,458,300,495,225,495
5,0,495,75,495,75,532,0,532
5,75,495,150,495,150,532,75,532
5,150,495,225,495,225,532,150,532
5,225,495,300,495,300,532,225,532
5,0,532,75,532,75,569,0,569
5,75,532,150,532,150,569,75,569
5,150,532,225,532,225,569,150,569
5,225,532,300,532,300,569,225,569
5,0,569,60,569,60,599,0,599
5,60,569,92,569,92,594,60,594
5,92,569,124,569,124,594,92,594
5,124,569,156,569,156,594,124,594
5,156,569,188,569,188,594,156,594
5,188,569,220,569,220,594,188,594
5,220,569,252,569,252,594,220,594
5,252,569,284,569,284,594,252,594
5,284,569,294,569,294,589,284,589
5,294,569,299,569,299,572,294,572
6,0,0,220,0,220,210,0,210
6,220,0,295,0,295,37,220,37
6,295,0,300,0,300,3,295,3
6,0,210,220,210,220,420,0,420
6,220,210,295,210,295,247,220,247
6,295,210,300,210,300,213,295,213
6,0,420,75,420,75,457,0,457
6,75,420,150,420,150,457,75,457
6,150,420,225,420,225,457,150,457
